,site,site_name,latitude,longitude,elevation,country,country_iso_code,site_type,site_area,date_start,date_end,network,eu_code,eoi_code,observation_count,data_source
136,at4s197,Steyregg Plesching,48.319721,14.339444,258,austria,AT,industrial,suburban,01/01/2010 00:00,31/12/2010 23:00,NA,NA,NA,27109,airbase
137,at4s198,Steyregg Windegg,48.293056,14.344999,255,austria,AT,industrial,suburban,01/01/2010 00:00,31/12/2010 23:00,NA,NA,NA,26367,airbase
138,at4s199,Ternberg,47.94389,14.361667,340,austria,AT,background,rural,01/01/2010 00:00,31/12/2010 23:00,NA,NA,NA,58030,airbase
139,at4s217,Enns Kristein 3 - Westautobahn,48.20944487,14.43691476,255,austria,AT,traffic,rural,13/12/2012 23:00,13/12/2020 17:00,NET-AT001A,STA-AT4S217,AT4S217,282630,aqer:e1a; aqer:e2a
140,at4s235,Feuerkogel (Höllengebirge),47.815855,13.720737,1602,austria,AT,background,rural_remote,18/05/2015 22:00,13/12/2020 17:00,NET.04,STA.04.S235,AT4S235,45075,aqer:e1a; aqer:e2a
141,at4s245,Lenzing Hauptstraße,47.97413889,13.6150463,485,austria,AT,industrial,rural,12/03/2017 22:00,26/03/2018 22:00,NET.04,STA.04.S245,AT4S245,18089,aqer:e1a
142,at4s252,Steyr Tomitzstraße,48.036332,14.415724,308,austria,AT,NA,NA,31/12/2018 23:00,26/03/2019 10:00,NA,NA,NA,3759,aqer:e2a
143,at4s254,Hallstatt Lahn,47.55708333,13.6472778,510,austria,AT,NA,NA,31/12/2018 23:00,26/03/2019 10:00,NA,NA,NA,5591,aqer:e2a
144,at4s401,Linz Hauserhof,48.291943,14.291395,290,austria,AT,background,urban,01/01/1996 00:00,31/12/2000 23:00,NA,NA,NA,215591,airbase
145,at4s403,Linz Urfahr,48.315556,14.280833,269,austria,AT,traffic,urban,01/01/1990 00:00,01/01/2007 00:00,NA,NA,NA,768325,airbase
146,at4s404,Traun Tischlerstraße,48.22530653,14.23892607,274,austria,AT,background,suburban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT4S404,AT4S404,2065207,airbase; aqer:e1a; aqer:e2a
147,at4s405,Asten Kirchengasse,48.223335,14.416667,255,austria,AT,traffic,suburban,01/01/1990 00:00,31/12/2002 23:00,NA,NA,NA,722032,airbase
148,at4s406,Wels Linzerstraße,48.16500608,14.03554749,316,austria,AT,background,urban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT4S406,AT4S406,1590212,airbase; aqer:e1a; aqer:e2a
149,at4s407,"Vöcklabruck,Untere Agergasse",48.001113,13.66804671,420,austria,AT,background,suburban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT4S407,AT4S407,763593,airbase; aqer:e1a; aqer:e2a
150,at4s409,Steyr Münichholz,48.05085819,14.44059786,307,austria,AT,background,suburban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT4S409,AT4S409,1998142,airbase; aqer:e1a; aqer:e2a
151,at4s410,Braunau Lach,48.246666,13.051403,363,austria,AT,traffic,rural,01/01/1993 00:00,30/09/1999 15:00,NA,NA,NA,264066,airbase
152,at4s412,Linz Kleinmünchen,48.25444326,14.31088113,258,austria,AT,background,suburban,01/01/1990 00:00,31/12/2016 23:00,NET-AT001A,STA-AT4S412,AT4S412,1149209,airbase; aqer:e1a
153,at4s413,Linz Ursulinenhof,48.303055,14.291676,262,austria,AT,background,urban,01/01/1995 00:00,31/12/1996 23:00,NA,NA,NA,82668,airbase
154,at4s414,Linz ORF-Zentrum,48.297501,14.301403,263,austria,AT,background,urban,01/01/1990 00:00,11/12/2007 00:00,NA,NA,NA,1008207,airbase
155,at4s415,Linz 24er Turm A7,48.32335996,14.29776573,255,austria,AT,traffic,urban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT4S415,AT4S415,1549569,airbase; aqer:e1a; aqer:e2a
156,at4s416,Linz Neue Welt,48.27441656,14.31474388,265,austria,AT,background,urban,01/01/1985 00:00,13/12/2020 17:00,NET-AT001A,STA-AT4S416,AT4S416,2234516,airbase; aqer:e1a; aqer:e2a
157,at4s417,Steyregg Weih,48.290276,14.352778,335,austria,AT,industrial,suburban,01/01/1990 00:00,01/01/2008 00:00,NA,NA,NA,1324969,airbase
158,at4s418,Lenzing Winterstrasse,47.97195251,13.60085273,510,austria,AT,industrial,rural,01/01/1985 00:00,28/10/2019 22:00,NET-AT001A,STA-AT4S418,AT4S418,1601024,airbase; aqer:e1a; aqer:e2a
159,at4s420,Schöneben,48.7125,13.952244,920,austria,AT,background,rural,01/01/1985 00:00,11/09/2012 11:00,NA,NA,NA,646992,airbase
160,at4s425,Linz Freinberg,48.297222,14.267509,380,austria,AT,background,suburban,02/05/2000 00:00,31/12/2002 23:00,NA,NA,NA,98801,airbase
161,at4s431,Linz Römerberg B139,48.30304727,14.28303335,262,austria,AT,traffic,urban,03/11/1997 00:00,13/12/2020 17:00,NET-AT001A,STA-AT4S431,AT4S431,1017538,airbase; aqer:e1a; aqer:e2a
162,at4s432,Lenzing Hauptstraße,47.97432,13.60927,480,austria,AT,industrial,suburban,19/11/2019 12:00,13/12/2020 17:00,NET.04,STA.04.S432,AT4S432,53332,aqer:e2a
163,at51000,Salzburg Rudolfsplatz,47.79748838,13.05359906,425,austria,AT,traffic,urban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT51000,AT51000,1352511,airbase; aqer:e1a; aqer:e2a
164,at51002,Gaisberg Zistelalm,47.798332,13.116667,1010,austria,AT,background,rural,07/01/1991 00:00,14/10/2003 17:00,NA,NA,NA,201754,airbase
165,at51066,Salzburg Mirabellplatz,47.80611694,13.04614304,430,austria,AT,traffic,urban,01/01/1994 00:00,13/12/2020 17:00,NET-AT001A,STA-AT51066,AT51066,1593483,airbase; aqer:e1a; aqer:e2a
166,at51200,"Salzburg Lehener Park,Franz Martin-Straße 1",47.81806181,13.02997336,455,austria,AT,background,urban,01/06/2001 00:00,13/12/2020 17:00,NET-AT001A,STA-AT51200,AT51200,989197,airbase; aqer:e1a; aqer:e2a
167,at51299,Salzburg Lehen Revierstraße,47.816387,13.031388,420,austria,AT,background,urban,01/01/1990 00:00,26/06/2001 23:00,NA,NA,NA,101832,airbase
168,at51500,NA,NA,NA,NA,NA,NA,NA,NA,21/11/2020 10:00,13/12/2020 17:00,NA,NA,NA,1053,aqer:e2a
169,at52000,Hallein B159 Kreisverkehr,47.68306997,13.10192842,440,austria,AT,traffic,urban,01/01/1981 00:00,13/12/2020 17:00,NET-AT001A,STA-AT52000,AT52000,1552376,airbase; aqer:e1a; aqer:e2a
170,at52015,Hallein Gamp,47.672779,13.113903,440,austria,AT,industrial,suburban,08/09/1994 00:00,31/12/2001 23:00,NA,NA,NA,66047,airbase
171,at52055,St. Koloman Kleinhorn,47.65058351,13.23335194,1005,austria,AT,background,rural_regional,30/06/1990 00:00,13/12/2020 16:00,NET-AT001A,STA-AT52055,AT52055,817742,airbase; aqer:e1a; aqer:e2a
172,at52100,Hallein Winterstall,47.66692002,13.10588101,650,austria,AT,industrial,rural,26/06/1987 00:00,13/12/2020 17:00,NET-AT001A,STA-AT52100,AT52100,1081627,airbase; aqer:e1a; aqer:e2a
173,at52300,Hallein A10 Tauernautobahn,47.69111284,13.10803696,440,austria,AT,traffic,suburban,04/02/2003 00:00,13/12/2020 17:00,NET-AT001A,STA-AT52300,AT52300,546355,airbase; aqer:e1a; aqer:e2a
174,at53055,Haunsberg,47.97279449,13.01586981,730,austria,AT,background,rural_regional,01/01/1986 00:00,13/12/2020 17:00,NET-AT001A,STA-AT53055,AT53055,1142016,airbase; aqer:e1a; aqer:e2a
175,at54057,"St. Johann im Pongau,Bezirkshauptmannschaft",47.34889668,13.2058635,620,austria,AT,background,suburban,06/05/1991 00:00,13/12/2020 17:00,NET-AT001A,STA-AT54057,AT54057,587834,airbase; aqer:e1a; aqer:e2a
176,at55016,Tamsweg Bezirkshauptmannschaft,47.127777,13.813903,1040,austria,AT,background,suburban,01/01/1994 00:00,31/12/2000 23:00,NA,NA,NA,125438,airbase
177,at55018,Zederhaus A10,47.15413978,13.50500249,1205,austria,AT,traffic,rural,01/01/2000 00:00,26/02/2019 08:00,NET-AT001A,STA-AT55018,AT55018,976299,airbase; aqer:e1a; aqer:e2a
178,at55019,Zederhaus Lamm,47.13378,13.54318,1140,austria,AT,traffic,rural,19/11/2019 12:00,13/12/2020 17:00,NET.05,STA.05.5019,AT55019,27062,aqer:e2a
179,at55032,Tamsweg Untere Postgasse,47.12584851,13.80692625,1025,austria,AT,background,suburban,01/05/1994 00:00,13/12/2020 17:00,NET-AT001A,STA-AT55032,AT55032,1504245,airbase; aqer:e1a; aqer:e2a
180,at56065,Zell am See Schloßplatz,47.325832,12.796956,785,austria,AT,traffic,rural,01/01/1997 00:00,31/12/1997 23:00,NA,NA,NA,9125,airbase
181,at56071,Zell am See Krankenhaus,47.33946196,12.81392854,770,austria,AT,background,rural,01/01/1994 00:00,08/07/2014 22:00,NET-AT001A,STA-AT56071,AT56071,350316,airbase; aqer:e1a
182,at56072,Zell am See Freizeitzentrum/Eishalle,47.32661585,12.79515375,775,austria,AT,background,suburban,31/12/2013 23:00,13/12/2020 17:00,NET-AT001A,STA-AT56072,AT56072,115115,aqer:e1a; aqer:e2a
183,at60018,Graz Schloßberg,47.07723552,15.43862614,450,austria,AT,background,urban,01/01/1992 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60018,AT60018,423889,airbase; aqer:e1a; aqer:e2a
184,at60020,Graz Platte,47.113056,15.470558,661,austria,AT,background,suburban,08/01/1992 00:00,15/09/2010 07:00,NA,NA,NA,318622,airbase
185,at60036,Graz Lustbühel,47.06695691,15.49360303,481,austria,AT,background,suburban,01/01/2011 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60036,AT60036,189845,airbase; aqer:e1a; aqer:e2a
186,at60103,Voitsberg Freibad,47.049721,15.15,390,austria,AT,background,urban,01/01/1996 00:00,28/10/1998 19:00,NA,NA,NA,101640,airbase
187,at60104,Voitsberg Krems,47.038887,15.165569,380,austria,AT,background,suburban,01/01/1990 00:00,31/12/2005 23:00,NA,NA,NA,531999,airbase
188,at60105,Piber,47.081665,15.078889,585,austria,AT,background,rural,01/01/1990 00:00,31/12/2005 23:00,NA,NA,NA,742105,airbase
189,at60106,Köflach,47.06169447,15.07921019,445,austria,AT,background,urban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60106,AT60106,1038542,airbase; aqer:e1a; aqer:e2a
190,at60107,Voitsberg Mühlgasse,47.04498584,15.14999744,390,austria,AT,background,suburban,16/02/1999 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60107,AT60107,1118950,airbase; aqer:e1a; aqer:e2a
191,at60114,Zeltweg Hauptschule,47.19248919,14.75330141,675,austria,AT,background,suburban,01/01/1987 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60114,AT60114,805777,airbase; aqer:e1a; aqer:e2a
192,at60115,Knittelfeld Kindergarten,47.218056,14.830011,635,austria,AT,background,urban,01/01/1990 00:00,04/12/2001 08:00,NA,NA,NA,344028,airbase
193,at60118,"Judenburg,Sportplatz",47.17942419,14.6774836,715,austria,AT,background,suburban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60118,AT60118,1278628,airbase; aqer:e1a; aqer:e2a
194,at60119,Knittelfeld Parkstraße,47.21024999,14.82444798,635,austria,AT,background,urban,01/01/2002 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60119,AT60119,622345,airbase; aqer:e1a; aqer:e2a
195,at60127,Pöls Ost - Unterer Zechner,47.218889,14.601683,795,austria,AT,background,rural,01/01/1990 00:00,01/08/2010 00:00,NA,NA,NA,665181,airbase
196,at60135,Straßengel Kirche,47.11252258,15.33999112,454,austria,AT,industrial,rural,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60135,AT60135,984028,airbase; aqer:e1a; aqer:e2a
197,at60136,Judendorf Süd,47.11943047,15.35526248,375,austria,AT,industrial,rural,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60136,AT60136,1001154,airbase; aqer:e1a; aqer:e2a
198,at60137,Hochgössnitz,47.05918545,15.01668745,900,austria,AT,background,rural_regional,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60137,AT60137,1284799,airbase; aqer:e1a; aqer:e2a
199,at60138,Graz Nord Gösting,47.09552411,15.41419196,348,austria,AT,background,suburban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60138,AT60138,1588683,airbase; aqer:e1a; aqer:e2a
200,at60139,Graz West - Eggenberg,47.0697103,15.40413083,370,austria,AT,background,suburban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60139,AT60139,1270753,airbase; aqer:e1a; aqer:e2a
201,at60140,Graz Süd Herrgottwiesgasse,47.043056,15.434736,345,austria,AT,background,suburban,01/01/1990 00:00,23/04/2003 21:00,NA,NA,NA,618467,airbase
202,at60141,Leoben Göss,47.35942506,15.0988833,554,austria,AT,background,urban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60141,AT60141,1020960,airbase; aqer:e1a; aqer:e2a
203,at60142,Leoben Donawitz Kindergarten,47.37609577,15.07750339,555,austria,AT,industrial,urban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60142,AT60142,1516654,airbase; aqer:e1a; aqer:e2a
204,at60143,Leoben Zentrum,47.38303021,15.08998997,540,austria,AT,background,urban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60143,AT60143,1334702,airbase; aqer:e1a; aqer:e2a
205,at60144,Bruck an der Mur - Glorietteweg,47.415279,15.280847,550,austria,AT,background,urban,01/01/1996 00:00,07/06/1999 09:00,NA,NA,NA,87569,airbase
206,at60145,Kapfenberg St. Martin,47.44558135,15.29031428,517,austria,AT,background,urban,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60145,AT60145,1011101,airbase; aqer:e1a; aqer:e2a
207,at60147,Deutschlandsberg Frauentalerstraße,46.818333,15.228344,365,austria,AT,background,urban,01/01/1990 00:00,29/08/2005 08:00,NA,NA,NA,881012,airbase
208,at60150,Rennfeld,47.40498324,15.36083203,1620,austria,AT,background,rural_remote,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60150,AT60150,611157,airbase; aqer:e1a; aqer:e2a
209,at60151,Bockberg,46.87306742,15.49504034,449,austria,AT,background,rural_regional,09/06/1988 15:00,13/12/2020 17:00,NET-AT001A,STA-AT60151,AT60151,1428644,airbase; aqer:e1a; aqer:e2a
210,at60154,Wildon,46.887501,15.508061,314,austria,AT,background,rural,10/01/1996 00:00,31/12/1999 23:00,NA,NA,NA,81210,airbase
211,at60156,Masenberg,47.34804459,15.88194473,1137,austria,AT,background,rural_remote,01/01/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60156,AT60156,1508040,airbase; aqer:e1a; aqer:e2a
212,at60157,Grundlsee Tressensattel,47.6166841,13.79668546,980,austria,AT,background,rural_remote,02/03/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60157,AT60157,586239,airbase; aqer:e1a; aqer:e2a
213,at60160,Graz Mitte Landhausgasse,47.069721,15.438614,355,austria,AT,background,urban,01/01/1990 00:00,12/12/2009 00:00,NA,NA,NA,788930,airbase
214,at60161,Graz Ost,47.060555,15.471113,366,austria,AT,background,suburban,01/01/1990 00:00,26/11/2004 00:00,NA,NA,NA,431084,airbase
215,at60162,Graz Südwest,47.033054,15.4,360,austria,AT,background,suburban,01/01/1996 00:00,14/12/1999 10:00,NA,NA,NA,116301,airbase
216,at60164,Graz Don Bosco,47.0555747,15.41778522,358,austria,AT,traffic,urban,01/01/2000 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60164,AT60164,990349,airbase; aqer:e1a; aqer:e2a
217,at60170,Graz Süd Tiergartenweg,47.04192508,15.43413456,345,austria,AT,background,urban,25/04/2003 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60170,AT60170,1105857,airbase; aqer:e1a; aqer:e2a
218,at60171,Graz Ost Petersgasse,47.05943023,15.46611458,362,austria,AT,traffic,urban,01/01/2006 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60171,AT60171,337683,airbase; aqer:e1a; aqer:e2a
219,at60172,Graz Mitte Gries,47.06915963,15.43170911,350,austria,AT,background,urban,18/02/2010 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60172,AT60172,354989,airbase; aqer:e1a; aqer:e2a
220,at60177,Liezen Pyhnbrach - Alte Gasse,47.565439,14.244676,649,austria,AT,background,suburban,22/10/2015 22:00,13/12/2020 17:00,NET.06,STA.06.177,AT60177,216163,aqer:e1a; aqer:e2a
221,at60178,Weiz Bahnhofstraße,47.215703,15.628392,459,austria,AT,background,suburban,05/07/2015 23:00,13/12/2020 17:00,NET.06,STA.06.178,AT60178,229036,aqer:e1a; aqer:e2a
222,at60179,Hartberg Zentrum,47.28275725,15.97195592,349,austria,AT,background,suburban,29/01/2010 12:00,13/12/2020 17:00,NET-AT001A,STA-AT60179,AT60179,520346,airbase; aqer:e1a; aqer:e2a
223,at60180,Bruck an der Mur Flurgasse,47.40942138,15.25330369,485,austria,AT,background,suburban,04/04/2007 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60180,AT60180,436462,airbase; aqer:e1a; aqer:e2a
224,at60181,Weiz Birkfelder Straße,47.22111105,15.62529605,468,austria,AT,background,suburban,01/01/1993 00:00,30/06/2015 06:00,NET-AT001A,STA-AT60181,AT60181,1164465,airbase; aqer:e1a
225,at60182,Liezen Alte Gasse 8,47.56724845,14.24359731,665,austria,AT,background,suburban,01/05/1993 00:00,09/09/2015 06:00,NET-AT001A,STA-AT60182,AT60182,1071763,airbase; aqer:e1a
226,at60183,Peggau,47.20585612,15.34699798,410,austria,AT,industrial,rural,13/05/1993 00:00,03/07/2018 22:00,NET-AT001A,STA-AT60183,AT60183,801603,airbase; aqer:e1a
227,at60184,Kindberg-Wartberg,47.514446,15.486392,660,austria,AT,background,rural,11/01/1995 00:00,07/10/2004 14:00,NA,NA,NA,168476,airbase
228,at60185,Klöch bei Bad Radkersburg,46.75275279,15.95668456,300,austria,AT,background,rural_regional,21/06/1995 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60185,AT60185,755808,airbase; aqer:e1a; aqer:e2a
229,at60186,Reiterberg,47.223611,14.638894,935,austria,AT,industrial,rural,01/01/1996 00:00,01/08/2010 07:00,NA,NA,NA,199194,airbase
230,at60188,Hartberg Wiesengasse,47.27861,15.97501,330,austria,AT,background,suburban,11/07/1996 00:00,31/12/2009 23:00,NA,NA,NA,732527,airbase
231,at60189,Hochwurzen,47.35832972,13.63337174,1850,austria,AT,background,rural_remote,12/09/1996 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60189,AT60189,377726,airbase; aqer:e1a; aqer:e2a
232,at60190,Arnfels - Remschnigg,46.65196636,15.36774906,785,austria,AT,background,rural_regional,01/01/1993 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60190,AT60190,626799,airbase; aqer:e1a; aqer:e2a
233,at60191,Gratwein,47.14222629,15.32552824,380,austria,AT,industrial,rural,01/03/1999 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60191,AT60191,701357,airbase; aqer:e1a; aqer:e2a
234,at60192,Bruck an der Mur West,47.411392,15.258619,485,austria,AT,traffic,suburban,01/08/1999 00:00,31/12/2006 23:00,NA,NA,NA,270564,airbase
235,at60193,Niklasdorf Sportplatz,47.39610583,15.14694316,510,austria,AT,industrial,suburban,01/01/2003 00:00,13/01/2014 22:00,NET-AT001A,STA-AT60193,AT60193,406974,airbase; aqer:e1a
236,at60194,Mürzzuschlag Roseggerpark,47.60469298,15.67308643,679,austria,AT,background,suburban,01/01/2005 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60194,AT60194,649620,airbase; aqer:e1a; aqer:e2a
237,at60195,Deutschlandsberg Rathausgasse,46.81389667,15.21278967,368,austria,AT,background,suburban,01/01/2006 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60195,AT60195,637502,airbase; aqer:e1a; aqer:e2a
238,at60196,Grebenzen bei St. Lambrecht,47.0402722,14.33001524,1648,austria,AT,background,rural_regional,01/01/2007 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60196,AT60196,175510,airbase; aqer:e1a; aqer:e2a
239,at60197,Leibnitz Lastenstraße,46.77835063,15.54058492,270,austria,AT,background,suburban,01/01/2007 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60197,AT60197,391361,airbase; aqer:e1a; aqer:e2a
240,at60198,Fürstenfeld Schillerplatz,47.04694463,16.07894527,276,austria,AT,background,suburban,01/01/2007 00:00,13/12/2020 17:00,NET-AT001A,STA-AT60198,AT60198,637296,airbase; aqer:e1a; aqer:e2a
241,at60g03,"Graz St. Leonhard,Herz-Jesu-Kirche",47.069781,15.455128,360,austria,AT,background,suburban,29/12/2014 23:00,09/12/2018 23:00,NET.06,STA.06.G03,AT60G03,102,aqer:e1a
242,at6thoe,Thörl bei Aflenz,47.52306,15.21611,638,austria,AT,background,rural,01/01/2012 00:00,01/01/2012 00:00,NA,NA,NA,1,airbase
243,at6uebe,Uebelbach,47.22647975,15.23524756,580,austria,AT,background,rural,NA,NA,NET-AT001A,STA-AT6UEBE,AT6UEBE,NA,aqer:e1a
244,at72106,Innsbruck Reichenau - Andechsstraße,47.27166501,11.41776692,570,austria,AT,traffic,urban,01/01/1988 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72106,AT72106,1677884,airbase; aqer:e1a; aqer:e2a
245,at72110,Innsbruck Zentrum - Fallmerayerstraße,47.26306998,11.39306325,580,austria,AT,traffic,urban,01/01/1989 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72110,AT72110,1321928,airbase; aqer:e1a; aqer:e2a
246,at72113,Innsbruck Sadrach,47.27111644,11.36665278,670,austria,AT,background,suburban,23/06/1992 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72113,AT72113,616067,airbase; aqer:e1a; aqer:e2a
247,at72115,NA,NA,NA,NA,NA,NA,NA,NA,01/12/2020 23:00,13/12/2020 17:00,NA,NA,NA,271,aqer:e2a
248,at72123,Innsbruck Nordkette (Seegrube),47.30609212,11.37806139,1910,austria,AT,background,rural_regional,01/01/1986 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72123,AT72123,1157953,airbase; aqer:e1a; aqer:e2a
249,at72126,Innsbruck Olympisches Dorf,47.273056,11.441953,570,austria,AT,background,suburban,01/01/1996 00:00,31/12/1998 23:00,NA,NA,NA,63126,airbase
250,at72209,Hall i.T. Münzergasse,47.27639,11.503336,570,austria,AT,traffic,urban,01/01/1990 00:00,31/12/2006 23:00,NA,NA,NA,376592,airbase
251,at72218,Karwendel West,47.342778,11.228344,1730,austria,AT,background,rural,01/01/1988 00:00,31/12/2010 23:00,NA,NA,NA,408681,airbase
252,at72223,Gärberbach A13 Brennerautobahn,47.24002108,11.39081747,680,austria,AT,traffic,rural,12/07/1995 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72223,AT72223,703809,airbase; aqer:e1a; aqer:e2a
253,at72227,Hall in Tirol Untere Lend,47.27806467,11.51253919,560,austria,AT,traffic,suburban,01/01/2007 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72227,AT72227,301621,airbase; aqer:e1a; aqer:e2a
254,at72311,Imst Imsterau,47.218056,10.736114,635,austria,AT,traffic,suburban,15/01/2002 00:00,31/12/2010 23:00,NA,NA,NA,252118,airbase
255,at72315,Imst Inntalautobahn A12,47.21696214,10.7355863,715,austria,AT,traffic,rural,01/01/2008 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72315,AT72315,290164,airbase; aqer:e1a; aqer:e2a
256,at72519,Brixlegg Innweg,47.4308165,11.87276362,520,austria,AT,industrial,rural,02/01/1997 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72519,AT72519,329734,airbase; aqer:e1a; aqer:e2a
257,at72530,Wörgl Stelzhamerstraße,47.48918333,12.06751837,510,austria,AT,traffic,suburban,01/01/1987 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72530,AT72530,993525,airbase; aqer:e1a; aqer:e2a
258,at72538,Kramsach Angerberg,47.45918808,11.91058269,600,austria,AT,background,rural_regional,12/07/1990 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72538,AT72538,954898,airbase; aqer:e1a; aqer:e2a
259,at72539,Kufstein Zentrum Franz Josefs Platz,47.584442,12.172228,500,austria,AT,traffic,urban,17/07/1990 00:00,12/11/2003 08:00,NA,NA,NA,412462,airbase
260,at72547,Kufstein Festung,47.58191439,12.16974665,550,austria,AT,background,suburban,01/01/1995 00:00,13/12/2020 17:00,NET-AT001A,STA-AT72547,AT72547,364582,airbase; aqer:e1a; aqer:e2a
