,site,site_name,latitude,longitude,elevation,country,country_iso_code,site_type,site_area,date_start,date_end,network,eu_code,eoi_code,observation_count,data_source
7843,pl0148a,Białystok-Miejska,53.126689,23.155869,145,poland,PL,background,urban,01/01/2004 00:00,14/12/2020 02:00,NET_PL_PD_AQ,STA_PL0148A,PL0148A,789682,airbase; aqer:e1a; aqer:e2a
7844,pl0149a,Białystok-Podmiejska,53.138614,23.229903,146,poland,PL,background,suburban,01/01/2004 00:00,21/12/2017 09:00,NET_PL_PD_AQ,STA_PL0149A,PL0149A,531836,airbase; aqer:e1a
7845,pl0150a,Borsukowizna-Wiejska,53.215492,23.642153,180,poland,PL,background,rural,01/01/2004 00:00,14/12/2020 02:00,NET_PL_PD_AQ,STA_PL0150A,PL0150A,646615,airbase; aqer:e1a; aqer:e2a
7846,pl0151a,Lomza Sikorskiego 48/94,53.181394,22.054381,128,poland,PL,background,urban,01/01/2004 00:00,14/12/2020 02:00,NET_PL_PD_AQ,STA_PL0151A,PL0151A,539057,airbase; aqer:e1a; aqer:e2a
7847,pl0152a,"Suwałki,ul. Pułaskiego 73",54.117878,22.934608,179,poland,PL,background,urban,01/01/2004 00:00,31/12/2017 22:00,NET_PL_PD_AQ,STA_PL0152A,PL0152A,189947,airbase; aqer:e1a
7848,pl0153a,PkCzarnaWSSENafGaz,49.308889,22.663903,572,poland,PL,background,rural,01/01/2004 00:00,31/12/2006 00:00,NA,NA,NA,2192,airbase
7849,pl0154a,PkDebicaWSSEParkow,50.046665,21.402222,203,poland,PL,background,urban,01/01/2004 00:00,29/12/2009 00:00,NA,NA,NA,4696,airbase
7850,pl0155a,PkHorZdrWSSESobies,50.189167,23.362223,248,poland,PL,background,urban,01/01/2004 00:00,30/12/2009 00:00,NA,NA,NA,3886,airbase
7851,pl0156a,PkJarosWSSEGrunw,50.016388,22.680277,214,poland,PL,background,urban,01/01/2004 00:00,30/12/2009 00:00,NA,NA,NA,2974,airbase
7852,pl0157a,PkJasloWIOSFlor,49.739167,21.482778,238,poland,PL,background,urban,01/01/2004 00:00,31/12/2011 23:00,NA,NA,NA,213195,airbase
7853,pl0158a,PkJasloWSSELwows,49.751944,21.483069,232,poland,PL,background,urban,01/01/2004 00:00,31/12/2004 00:00,NA,NA,NA,732,airbase
7854,pl0159a,PkKrosnoWSSELewak,49.693889,21.755003,272,poland,PL,background,urban,01/01/2004 00:00,31/12/2006 00:00,NA,NA,NA,2192,airbase
7855,pl0160a,PkLeskoWSSERynek,49.468891,22.331112,360,poland,PL,background,urban,01/01/2004 00:00,27/12/2009 00:00,NA,NA,NA,2468,airbase
7856,pl0161a,PkPolanWSSEStPomp,49.37,22.426119,512,poland,PL,background,urban,01/01/2004 00:00,31/12/2006 00:00,NA,NA,NA,2192,airbase
7857,pl0162a,PkPrzemWIOSPDom,49.782778,22.766667,210,poland,PL,background,urban,01/01/2004 00:00,31/12/2011 23:00,NA,NA,NA,159260,airbase
7858,pl0163a,PkRymZdrWSSEZdr,49.546944,21.848903,371,poland,PL,background,urban,01/01/2004 00:00,31/12/2006 00:00,NA,NA,NA,2192,airbase
7859,pl0164a,Pm14TCZEw06m,54.086945,18.797222,40,poland,PL,background,urban,01/01/2004 00:00,17/12/2009 00:00,NA,NA,NA,3159,airbase
7860,pl0166a,WIOŚ Gdańsk - Głęboka,54.352722,18.673417,1,poland,PL,background,urban,01/01/2004 00:00,30/12/2016 23:00,NET_PL_PM_AQ,STA_PL0166A,PL0166A,13179,airbase; aqer:e1a
7861,pl0167a,Pm.06.s712m,54.119167,17.968611,179,poland,PL,background,urban,01/01/2004 00:00,23/12/2011 00:00,NA,NA,NA,6334,airbase
7862,pl0168a,WIOŚ Władysławowo - Hallera,54.793639,18.409944,12,poland,PL,background,urban,01/01/2004 00:00,28/12/2015 23:00,NET_PL_PM_AQ,STA_PL0168A,PL0168A,19433,airbase; aqer:e1a
7863,pl0169a,WIOŚ Wejherowo - Jakuba Wejhera,54.601139,18.239361,30,poland,PL,background,urban,01/01/2004 00:00,30/12/2018 23:00,NET_PL_PM_AQ,STA_PL0169A,PL0169A,17689,airbase; aqer:e1a
7864,pl0170a,Pm.63.s079m,54.464447,17.013056,18,poland,PL,background,urban,01/01/2004 00:00,31/12/2009 00:00,NA,NA,NA,3668,airbase
7865,pl0171a,AM11 Słupsk Kniaziewicza,54.463611,17.046722,25,poland,PL,background,urban,01/01/2004 00:00,14/12/2020 02:00,NET_PL_PM_AQ,STA_PL0171A,PL0171A,804391,airbase; aqer:e1a; aqer:e2a
7866,pl0172a,Pm.63.wDSMm,54.463611,17.046667,25,poland,PL,background,urban,01/01/2004 00:00,31/12/2011 00:00,NA,NA,NA,7064,airbase
7867,pl0173a,SkKielTransp,50.875,20.629168,263,poland,PL,traffic,urban,01/01/2004 00:00,31/12/2009 23:00,NA,NA,NA,235772,airbase
7868,pl0174a,SlCzestCzes_arkra,50.817776,19.1175,250,poland,PL,traffic,urban,01/01/2004 00:00,31/12/2009 23:00,NA,NA,NA,207984,airbase
7869,pl0175a,WIOŚ Olsztyn ul. Puszkina,53.789233,20.486075,120,poland,PL,background,urban,01/01/2004 00:00,14/12/2020 02:00,NET_PL_WM_AQ,STA_PL0175A,PL0175A,1103926,airbase; aqer:e1a; aqer:e2a
7870,pl0176a,WIOŚ Ostróda ul. Chrobrego,53.692469,19.969778,120,poland,PL,background,urban,01/01/2004 00:00,27/10/2016 09:00,NET_PL_WM_AQ,STA_PL0176A,PL0176A,750082,airbase; aqer:e1a
7871,pl0177a,WpGnieznoPM10,52.536111,17.605278,150,poland,PL,background,urban,01/01/2004 00:00,30/12/2010 00:00,NA,NA,NA,3265,airbase
7872,pl0178a,WpKaliszPM10,51.757221,18.086668,150,poland,PL,background,urban,01/01/2004 00:00,30/12/2009 00:00,NA,NA,NA,2645,airbase
7873,pl0179a,"Ostrow Wlkp.,ul. Wysocka",51.637575,17.823156,150,poland,PL,background,urban,01/01/2004 00:00,30/12/2018 23:00,NET_PL_WP_AQ,STA_PL0179A,PL0179A,14943,airbase; aqer:e1a
7874,pl0180a,WpPoznanPM10szpital,52.389446,16.920834,150,poland,PL,background,urban,01/01/2004 00:00,14/12/2009 00:00,NA,NA,NA,3615,airbase
7875,pl0181a,"Poznan,ul. Szymanowskiego",52.459192,16.9062,150,poland,PL,background,urban,01/01/2004 00:00,30/12/2018 23:00,NET_PL_WP_AQ,STA_PL0181A,PL0181A,5083,airbase; aqer:e1a
7876,pl0182a,Widuchowa,53.122325,14.382222,2,poland,PL,background,rural,01/01/2004 00:00,14/12/2020 02:00,NET_PL_ZP_AQ,STA_PL0182A,PL0182A,678572,airbase; aqer:e1a; aqer:e2a
7877,pl0183a,ZpSzczecinWSSE,53.450558,14.515,47,poland,PL,traffic,urban,01/01/2004 00:00,31/12/2009 00:00,NA,NA,NA,4040,airbase
7878,pl0184a,"Częstochowa,ul. Baczyńskiego 2",50.836389,19.130111,265,poland,PL,background,urban,01/01/2004 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0184A,PL0184A,818954,airbase; aqer:e1a; aqer:e2a
7879,pl0185a,DsChojnowKil,51.268056,15.940006,200,poland,PL,background,urban,01/01/2005 00:00,31/12/2005 00:00,NA,NA,NA,730,airbase
7880,pl0186a,DsCzar07,50.254722,16.804169,1133,poland,PL,background,rural,01/01/2005 00:00,31/12/2008 23:00,NA,NA,NA,159238,airbase
7881,pl0187a,Dzierżoniów - Piłsudskiego,50.732817,16.64805,267,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 01:00,NET_PL_DS_AQ,STA_PL0187A,PL0187A,516501,airbase; aqer:e1a; aqer:e2a
7882,pl0188a,Głogów - Norwida,51.65713,16.086188,91,poland,PL,background,urban,01/01/2005 00:00,30/12/2014 23:00,NET_PL_DS_AQ,STA_PL0188A,PL0188A,9927,airbase; aqer:e1a
7883,pl0189a,Jelenia Góra - Cieplice (AUT),50.861853,15.678761,346,poland,PL,background,urban,01/01/2005 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0189A,PL0189A,612844,airbase; aqer:e1a
7884,pl0190a,Legnica - Rzeczypospolitej,51.204503,16.180513,122,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_DS_AQ,STA_PL0190A,PL0190A,802480,airbase; aqer:e1a; aqer:e2a
7885,pl0191a,Nowa Ruda - Srebrna,50.579914,16.514422,403,poland,PL,background,urban,01/01/2005 00:00,13/12/2018 08:00,NET_PL_DS_AQ,STA_PL0191A,PL0191A,202884,airbase; aqer:e1a
7886,pl0192a,Wałbrzych - Wysockiego,50.768729,16.269677,424,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_DS_AQ,STA_PL0192A,PL0192A,932188,airbase; aqer:e1a; aqer:e2a
7887,pl0193a,Wrocław - Bartnicza,51.115933,17.141125,118,poland,PL,background,suburban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_DS_AQ,STA_PL0193A,PL0193A,404831,airbase; aqer:e1a; aqer:e2a
7888,pl0194a,Wrocław - Korzeniowskiego,51.129378,17.02925,114,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_DS_AQ,STA_PL0194A,PL0194A,1006853,airbase; aqer:e1a; aqer:e2a
7889,pl0195a,DsWrocKorzPM,51.129444,17.029444,121,poland,PL,background,urban,01/01/2005 00:00,31/12/2007 00:00,NA,NA,NA,1919,airbase
7890,pl0196a,Wrocław - Orzechowa,51.077525,17.042817,124,poland,PL,background,urban,01/01/2005 00:00,29/12/2018 23:00,NET_PL_DS_AQ,STA_PL0196A,PL0196A,8414,airbase; aqer:e1a
7891,pl0197a,Wrocław - Wiśniowa,51.086225,17.012689,125,poland,PL,traffic,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_DS_AQ,STA_PL0197A,PL0197A,524327,airbase; aqer:e1a; aqer:e2a
7892,pl0198a,Zgorzelec - Bohaterów Getta,51.150391,15.008175,215,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 01:00,NET_PL_DS_AQ,STA_PL0198A,PL0198A,564710,airbase; aqer:e1a; aqer:e2a
7893,pl0199a,DsZgorzMar,51.14917,15.008889,215,poland,PL,background,urban,01/01/2005 00:00,26/12/2007 00:00,NA,NA,NA,1461,airbase
7894,pl0200a,KpGrudzIkara,53.464167,18.769444,50,poland,PL,background,urban,01/01/2005 00:00,21/11/2010 00:00,NA,NA,NA,4297,airbase
7895,pl0201a,Nakło Piotra Skargi,53.138358,17.605139,72,poland,PL,background,urban,01/01/2005 00:00,30/12/2018 23:00,NET_PL_KP_AQ,STA_PL0201A,PL0201A,21037,airbase; aqer:e1a
7896,pl0202a,KpSadlog,52.844722,18.005,96,poland,PL,background,rural,01/01/2005 00:00,31/12/2011 22:00,NA,NA,NA,89267,airbase
7897,pl0203a,KpTorunSzpMiejski,53.0225,18.620833,62,poland,PL,background,urban,01/01/2005 00:00,11/11/2010 00:00,NA,NA,NA,2630,airbase
7898,pl0204a,KpWabrzMuzeum,53.27972,18.954168,104,poland,PL,background,urban,01/01/2005 00:00,31/12/2009 23:00,NA,NA,NA,27250,airbase
7899,pl0205a,Włocławek OKRZEI,52.658467,19.059314,59,poland,PL,traffic,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_KP_AQ,STA_PL0205A,PL0205A,556200,airbase; aqer:e1a; aqer:e2a
7900,pl0206a,LbLublinSpokojna,51.250832,22.554722,180,poland,PL,background,urban,01/01/2005 00:00,22/12/2009 00:00,NA,NA,NA,2074,airbase
7901,pl0208a,LdWielunWSSEMPOW14,51.218613,18.58139,175,poland,PL,background,urban,01/01/2005 00:00,31/12/2009 00:00,NA,NA,NA,3542,airbase
7902,pl0209a,Gorzów Wlkp. ul. Kosynierów Gdyńskich,52.738214,15.228667,22,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_LU_AQ,STA_PL0209A,PL0209A,978287,airbase; aqer:e1a; aqer:e2a
7903,pl0210a,LuSlubWIOS_AUT,52.355833,14.564167,31,poland,PL,background,urban,01/01/2005 00:00,31/12/2010 23:00,NA,NA,NA,218450,airbase
7904,pl0211a,Smolary Bytnickie,52.172222,15.206667,77,poland,PL,background,rural,01/01/2005 00:00,14/12/2020 02:00,NET_PL_LU_AQ,STA_PL0211A,PL0211A,604228,airbase; aqer:e1a; aqer:e2a
7905,pl0212a,Wschowa ul. Kazimierza Wielkiego,51.799722,16.3175,90,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_LU_AQ,STA_PL0212A,PL0212A,578932,airbase; aqer:e1a; aqer:e2a
7906,pl0213a,Zielona Góra ul. Krótka,51.939783,15.518861,150,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_LU_AQ,STA_PL0213A,PL0213A,1022003,airbase; aqer:e1a; aqer:e2a
7907,pl0214a,Warszawa-Anieli Krzywoń,52.228649,20.917513,112,poland,PL,background,urban,01/01/2005 00:00,30/12/2018 23:00,NET_PL_MZ_AQ,STA_PL0214A,PL0214A,28442,airbase; aqer:e1a
7908,pl0215a,MzWarszBernWoda,52.191746,21.051088,85,poland,PL,industrial,urban,01/01/2005 00:00,31/12/2012 23:00,NA,NA,NA,93859,airbase
7909,pl0216a,MzWarZeganWSSE,52.205833,21.169443,79,poland,PL,background,urban,01/01/2005 00:00,31/12/2009 00:00,NA,NA,NA,1937,airbase
7910,pl0217a,Głubczyce manualna 1,50.200942,17.816453,269,poland,PL,background,urban,01/01/2005 00:00,30/12/2015 23:00,NET_PL_OP_AQ,STA_PL0217A,PL0217A,5572,airbase; aqer:e1a
7911,pl0218a,K-Koźle automat 1,50.349608,18.236575,181,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_OP_AQ,STA_PL0218A,PL0218A,1021567,airbase; aqer:e1a; aqer:e2a
7912,pl0219a,OpNamys2pyl,51.072222,17.718889,178,poland,PL,background,urban,01/01/2005 00:00,04/08/2010 00:00,NA,NA,NA,2355,airbase
7913,pl0220a,OpOlesno3pyl,50.876389,18.418611,115,poland,PL,background,urban,01/01/2005 00:00,31/12/2010 00:00,NA,NA,NA,2532,airbase
7914,pl0221a,Opole automat 3,50.666961,17.922797,158,poland,PL,background,urban,01/01/2005 00:00,15/12/2016 08:00,NET_PL_OP_AQ,STA_PL0221A,PL0221A,377624,airbase; aqer:e1a
7915,pl0222a,Zdzieszowice automat 2,50.423533,18.120739,195,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_OP_AQ,STA_PL0222A,PL0222A,584641,airbase; aqer:e1a; aqer:e2a
7916,pl0223a,PkMielWSSEGrunw,50.296665,21.435833,175,poland,PL,background,urban,01/01/2005 00:00,30/12/2009 00:00,NA,NA,NA,2889,airbase
7917,pl0224a,PkRzeszWIOSSzop,50.034031,22.010733,202,poland,PL,background,urban,01/01/2005 00:00,17/12/2012 06:00,NA,NA,NA,375786,airbase
7918,pl0225a,PkRzeszWSSEPilsud,50.041389,22.001667,150,poland,PL,traffic,urban,01/01/2005 00:00,29/12/2009 00:00,NA,NA,NA,5044,airbase
7919,pl0226a,PkRzeszWSSEPoniat,50.03389,21.996944,150,poland,PL,background,urban,01/01/2005 00:00,29/12/2009 00:00,NA,NA,NA,3362,airbase
7920,pl0227a,PkRzeszWSSESkubisz,50.053056,21.981125,175,poland,PL,background,urban,01/01/2005 00:00,31/12/2005 00:00,NA,NA,NA,730,airbase
7921,pl0228a,PkRzeszWSSEWierzb,50.034164,22.014444,150,poland,PL,background,urban,01/01/2005 00:00,29/12/2009 00:00,NA,NA,NA,2360,airbase
7922,pl0229a,PkSanokWSSEJanPawl,49.57111,22.197777,175,poland,PL,background,urban,01/01/2006 00:00,30/12/2009 00:00,NA,NA,NA,2341,airbase
7923,pl0230a,PkSanokWSSEJezier,49.550278,22.201113,150,poland,PL,background,urban,01/01/2005 00:00,31/12/2009 00:00,NA,NA,NA,4479,airbase
7924,pl0231a,PkStWolWSSENiezl,50.570831,22.048611,150,poland,PL,background,urban,01/01/2005 00:00,30/12/2009 00:00,NA,NA,NA,2956,airbase
7925,pl0232a,PkTarnobWIOSSwBarb,50.568889,21.683894,150,poland,PL,background,urban,01/01/2005 00:00,31/12/2006 00:00,NA,NA,NA,1460,airbase
7926,pl0233a,PkTarnobWSSE1Maja,50.569721,21.664444,175,poland,PL,background,urban,01/01/2005 00:00,30/12/2009 00:00,NA,NA,NA,4204,airbase
7927,pl0234a,"Bielsko-Biała,ul. Kossak-Szczuckiej 19",49.813464,19.027318,365,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0234A,PL0234A,802620,airbase; aqer:e1a; aqer:e2a
7928,pl0235a,SlChorzChor_bator,50.254167,18.936944,285,poland,PL,traffic,urban,01/01/2005 00:00,31/12/2010 23:00,NA,NA,NA,221600,airbase
7929,pl0236a,"Cieszyn,ul. Mickiewicza 13",49.738136,18.639069,353,poland,PL,background,urban,01/01/2005 00:00,20/01/2020 08:00,NET_PL_SL_AQ,STA_PL0236A,PL0236A,664454,airbase; aqer:e1a; aqer:e2a
7930,pl0237a,"Dąbrowa Górnicza,ul. Tysiąclecia 25a",50.329111,19.231222,293,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0237A,PL0237A,970452,airbase; aqer:e1a; aqer:e2a
7931,pl0238a,"Gliwice,ul. Mewy 34",50.279333,18.655764,236,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 01:00,NET_PL_SL_AQ,STA_PL0238A,PL0238A,533784,airbase; aqer:e1a; aqer:e2a
7932,pl0239a,"Rybnik,ul. Borki 37 d",50.111181,18.516139,245,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0239A,PL0239A,877653,airbase; aqer:e1a; aqer:e2a
7933,pl0240a,"Tychy,ul. Tołstoja 1",50.099903,18.990236,252,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0240A,PL0240A,625367,airbase; aqer:e1a; aqer:e2a
7934,pl0241a,"Wodzisław Śląski,ul. Gałczyńskiego 1",50.007629,18.455548,271,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0241A,PL0241A,923766,airbase; aqer:e1a; aqer:e2a
7935,pl0242a,"Zabrze,ul. M. Curie-Skłodowskiej 34",50.3165,18.772375,255,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0242A,PL0242A,836813,airbase; aqer:e1a; aqer:e2a
7936,pl0243a,"Złoty Potok,Leśniczówka",50.710889,19.458797,291,poland,PL,background,rural,01/01/2005 00:00,14/12/2020 02:00,NET_PL_SL_AQ,STA_PL0243A,PL0243A,921658,airbase; aqer:e1a; aqer:e2a
7937,pl0244a,Poznan-Polanka,52.398175,16.959519,67,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_WP_AQ,STA_PL0244A,PL0244A,770851,airbase; aqer:e1a; aqer:e2a
7938,pl0245a,Poznan-Dabrowskiego,52.420319,16.877289,84,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_WP_AQ,STA_PL0245A,PL0245A,1112131,airbase; aqer:e1a; aqer:e2a
7939,pl0246a,WpWKP003,51.894722,16.296944,94,poland,PL,background,rural,01/01/2005 00:00,31/12/2010 23:00,NA,NA,NA,251785,airbase
7940,pl0247a,Piaski-Krzyzowka,52.501389,17.773464,122,poland,PL,background,rural,01/01/2005 00:00,14/12/2020 02:00,NET_PL_WP_AQ,STA_PL0247A,PL0247A,630186,airbase; aqer:e1a; aqer:e2a
7941,pl0248a,Szczecin_Andrzejewskiego,53.380975,14.663347,10,poland,PL,background,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_ZP_AQ,STA_PL0248A,PL0248A,744802,airbase; aqer:e1a; aqer:e2a
7942,pl0249a,Szczecin_Piłsudskiego,53.432169,14.5539,26,poland,PL,traffic,urban,01/01/2005 00:00,14/12/2020 02:00,NET_PL_ZP_AQ,STA_PL0249A,PL0249A,965461,airbase; aqer:e1a; aqer:e2a
7943,pl0250a,ZpSzczecin002M,53.432222,14.553889,38,poland,PL,traffic,urban,01/01/2005 00:00,31/12/2011 00:00,NA,NA,NA,3918,airbase
7944,pl0251a,Szczecin_Łączna,53.470889,14.55625,94,poland,PL,background,suburban,01/01/2005 00:00,09/01/2019 09:00,NET_PL_ZP_AQ,STA_PL0251A,PL0251A,405923,airbase; aqer:e1a; aqer:e2a
7945,pl0252a,Bydgoszcz Plac Poznański,53.121764,17.987906,47,poland,PL,traffic,urban,01/01/2006 00:00,14/12/2020 02:00,NET_PL_KP_AQ,STA_PL0252A,PL0252A,832469,airbase; aqer:e1a; aqer:e2a
7946,pl0253a,LbLublin_Krasn,51.247222,22.523889,204,poland,PL,background,urban,01/01/2006 00:00,31/12/2010 23:00,NA,NA,NA,415600,airbase
7947,pl0254a,DsSzczRat,50.803055,16.255556,429,poland,PL,background,urban,01/01/2006 00:00,31/12/2007 00:00,NA,NA,NA,1460,airbase
7948,pl0255a,LdLaskWSSEMWarszaw,51.59,19.147223,175,poland,PL,background,urban,01/01/2006 00:00,30/12/2009 00:00,NA,NA,NA,1893,airbase
7949,pl0256a,Radomsko-Sokola4,51.063992,19.451164,244,poland,PL,background,urban,01/01/2006 00:00,31/12/2014 22:00,NET_PL_LD_AQ,STA_PL0256A,PL0256A,458278,airbase; aqer:e1a
7950,pl0257a,PkKrosnoWSSEKisielewskiego,49.683613,21.755556,260,poland,PL,background,urban,01/01/2006 00:00,30/12/2009 00:00,NA,NA,NA,1691,airbase
7951,pl0258a,Mielec - Zarząd Strefy,50.304008,21.4712,168,poland,PL,background,urban,01/01/2006 00:00,30/12/2015 23:00,NET_PL_PK_AQ,STA_PL0258A,PL0258A,5714,airbase; aqer:e1a
7952,pl0259a,PkUstDolWSSEBelz,49.431111,22.586669,480,poland,PL,background,urban,01/01/2006 00:00,31/12/2006 00:00,NA,NA,NA,730,airbase
7953,pl0260a,"Głogów,ul. Sikorskiego",51.664508,16.040822,89,poland,PL,industrial,suburban,01/01/2007 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0260A,PL0260A,335931,airbase; aqer:e1a
7954,pl0261a,Kalinówka,51.5226,16.244147,130,poland,PL,industrial,rural,01/01/2007 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0261A,PL0261A,58065,airbase; aqer:e1a
7955,pl0262a,Kromolin,51.684959,15.894901,99,poland,PL,industrial,rural,01/01/2007 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0262A,PL0262A,317390,airbase; aqer:e1a
7956,pl0263a,DsLegZlotor,51.188056,16.128889,161,poland,PL,industrial,urban,01/01/2007 00:00,31/12/2010 23:00,NA,NA,NA,147575,airbase
7957,pl0264a,DsNRudaSrebPM,50.579998,16.514444,407,poland,PL,background,urban,03/01/2007 00:00,31/12/2009 00:00,NA,NA,NA,1451,airbase
7958,pl0265a,Rudna,51.512506,16.251711,110,poland,PL,industrial,rural,01/01/2007 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0265A,PL0265A,62580,airbase; aqer:e1a
7959,pl0266a,Sobczyce,51.702092,16.067231,70,poland,PL,industrial,rural,01/01/2007 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0266A,PL0266A,334230,airbase; aqer:e1a
7960,pl0267a,DsSzczKopPM,50.8025,16.251111,402,poland,PL,background,urban,18/01/2007 00:00,31/12/2011 00:00,NA,NA,NA,8036,airbase
7961,pl0268a,Tarnówek,51.513299,16.166761,130,poland,PL,industrial,rural,01/01/2007 00:00,31/12/2013 22:00,NET_PL_DS_AQ,STA_PL0268A,PL0268A,62161,airbase; aqer:e1a
7962,pl0269a,LbLeczna1000Lecia,51.304443,22.883333,180,poland,PL,background,urban,05/01/2007 00:00,31/12/2009 00:00,NA,NA,NA,2028,airbase
7963,pl0270a,RadzyńP-Sitkowskiego,51.78,22.625944,150,poland,PL,background,suburban,01/01/2007 00:00,30/12/2018 23:00,NET_PL_LB_AQ,STA_PL0270A,PL0270A,5888,airbase; aqer:e1a
7964,pl0271a,LbTomaszowLubWIOS,50.4475,23.414444,259,poland,PL,background,urban,01/01/2007 00:00,31/12/2010 00:00,NA,NA,NA,2879,airbase
7965,pl0272a,LuGorzowWSSE_1,52.737221,15.232222,35,poland,PL,background,urban,01/01/2007 00:00,31/12/2009 00:00,NA,NA,NA,1369,airbase
7966,pl0273a,"Skawina,os. Ogrody",49.971047,19.830422,225,poland,PL,background,urban,01/01/2007 00:00,14/12/2020 02:00,NET_PL_MP_AQ,STA_PL0273A,PL0273A,472164,airbase; aqer:e1a; aqer:e2a
7967,pl0274a,MzWarszSGGW,52.160556,21.047778,102,poland,PL,background,urban,01/01/2007 00:00,31/12/2010 00:00,NA,NA,NA,1327,airbase
7968,pl0275a,PkJasloWIOSFlor2,49.739444,21.482222,238,poland,PL,background,urban,29/01/2007 00:00,31/12/2010 00:00,NA,NA,NA,4548,airbase
7969,pl0276a,Nisko-Szklarniowa-WIOS,50.529892,22.112467,156,poland,PL,background,urban,01/01/2007 00:00,14/12/2020 02:00,NET_PL_PK_AQ,STA_PL0276A,PL0276A,580161,airbase; aqer:e1a; aqer:e2a
7970,pl0277a,PkUsDolWSSEKoper,49.430836,22.590557,490,poland,PL,background,urban,01/01/2007 00:00,27/12/2009 00:00,NA,NA,NA,643,airbase
7971,pl0278a,Pm.00.s237m,54.508097,18.539853,17,poland,PL,traffic,urban,02/01/2007 00:00,31/12/2011 00:00,NA,NA,NA,5058,airbase
7972,pl0279a,Pm.00.s477m,54.355278,18.650555,11,poland,PL,background,urban,02/01/2007 00:00,30/12/2009 00:00,NA,NA,NA,1357,airbase
7973,pl0280a,Pm.01w.01m,54.494446,18.554167,70,poland,PL,background,urban,07/02/2007 00:00,14/12/2009 00:00,NA,NA,NA,2714,airbase
7974,pl0281a,WIOŚ Gać - Słowiński Park Narodowy,54.693806,17.458067,0,poland,PL,background,rural,19/01/2007 00:00,14/12/2015 23:00,NET_PL_PM_AQ,STA_PL0281A,PL0281A,3844,airbase; aqer:e1a
7975,pl0282a,WIOŚ Kartuzy,54.334194,18.199944,218,poland,PL,background,urban,01/01/2007 00:00,07/12/2015 23:00,NET_PL_PM_AQ,STA_PL0282A,PL0282A,2144,airbase; aqer:e1a
7976,pl0283a,"Kielce,ul. Jagiellońska",50.872549,20.604998,275,poland,PL,background,urban,01/01/2007 00:00,24/05/2018 04:00,NET_PL_SK_AQ,STA_PL0283A,PL0283A,471933,airbase; aqer:e1a
7977,pl0284a,SKNowinyCemen,50.808056,20.289999,228,poland,PL,industrial,rural,01/01/2007 00:00,31/12/2007 23:00,NA,NA,NA,9125,airbase
7978,pl0285a,SkOstrowSams,50.950832,20.448889,194,poland,PL,industrial,suburban,02/01/2007 00:00,28/12/2007 00:00,NA,NA,NA,189,airbase
7979,pl0286a,SkOzarowMiec,50.948333,21.728611,187,poland,PL,industrial,rural,01/01/2007 00:00,25/12/2011 00:00,NA,NA,NA,1496,airbase
7980,pl0287a,SkOzarowOsWz,50.887353,21.660217,185,poland,PL,background,urban,01/01/2007 00:00,25/12/2011 00:00,NA,NA,NA,2686,airbase
7981,pl0288a,Trzcianka,50.486298,21.394103,171,poland,PL,background,rural,01/01/2007 00:00,30/12/2014 23:00,NET_PL_SK_AQ,STA_PL0288A,PL0288A,4270,airbase; aqer:e1a
